,ID,Name,InChI,InChIKey,SMILES,Solubility
25,B-26,propylthiouracil,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",KNAHARQHSZJURB-UHFFFAOYSA-N,CCCC1=CC(=O)NC(=S)N1,-2.1504
26,B-27,p-methoxyacetanilide,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",XVAIDCNLVLTVFM-UHFFFAOYSA-N,COc1ccc(NC(C)=O)cc1,-1.0404
27,B-28,mechlorethamine,"InChI=1S/C5H11Cl2N/c1-8(4-2-6)5-3-7/h2-5H2,1H3",HAWPXGHAZFHHAD-UHFFFAOYSA-N,CN(CCCl)CCCl,-1.1141
28,B-29,norethindrone acetate,"InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3/t17-,18+,19+,20-,21-,22-/m0/s1",IMONTRJLAWHYGT-ZCPXKWAGSA-N,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,-4.8041
29,B-30,spironolactone,"InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3/t17-,18-,19+,21+,22-,23-,24+/m0/s1",LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,-4.2773
30,B-31,thiotepa,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",FOCVUCIESVLUNU-UHFFFAOYSA-N,S=[P](N1CC1)(N2CC2)N3CC3,0.0018
31,B-32,"1,3-propanediol, 2-bromo-2-nitro-","InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2",LVDKZNITIUWNER-UHFFFAOYSA-N,OCC(Br)(CO)[N+]([O-])=O,0.0969
32,B-33,trichlorfon,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",NFACJZMKEDPNKN-UHFFFAOYSA-N,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,-0.3315
33,B-34,cysteine,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)",XUJNEKJLAYXESH-UHFFFAOYSA-N,NC(CS)C(O)=O,0.3597
34,B-35,estrone,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-3.9548
35,B-36,"o,p'-ddd","InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.5052
36,B-37,androsterone,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,18-,19-/m0/s1",QGXBDMJGAMFCBF-HLUDHZFRSA-N,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-4.3839
37,B-38,prasterone,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14-,15-,16-,18-,19-/m0/s1",FMGSKLZLMKYGDP-USOAJAOKSA-N,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-3.6576
38,B-39,indomethacin,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",CGIGDMFJXJATDK-UHFFFAOYSA-N,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,-5.5817
39,B-40,nicotine,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c2cccnc2,0.7898
40,B-41,sodium salicylate,"InChI=1S/C7H6O3.Na/c8-6-4-2-1-3-5(6)7(9)10;/h1-4,8H,(H,9,10);/q;+1/p-1",ABBQHOQBGMUPJH-UHFFFAOYSA-M,[Na+].Oc1ccccc1C([O-])=O,-0.1075
41,B-42,"uridine, 2'-deoxy-5-iodo-","InChI=1S/C9H11IN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)",XQFRJNBWHJMXHO-UHFFFAOYSA-N,OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.2481
42,B-43,chlorhexidine,"InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)",GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.8006
43,B-44,4-dimethylamino-3'-methylazobenzene,"InChI=1S/C15H17N3/c1-12-5-4-6-14(11-12)17-16-13-7-9-15(10-8-13)18(2)3/h4-11H,1-3H3",LVTFSVIRYMXRSR-UHFFFAOYSA-N,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-5.7769
44,B-45,isoflurophate,"InChI=1S/C6H14FO3P/c1-5(2)9-11(7,8)10-6(3)4/h5-6H,1-4H3",MUCZHBLJLSDCSD-UHFFFAOYSA-N,CC(C)O[P](F)(=O)OC(C)C,-1.0777
45,B-46,metacil,"InChI=1S/C5H6N2OS/c1-3-2-4(8)7-5(9)6-3/h2H,1H3,(H2,6,7,8,9)",HWGBHCRJGXAGEU-UHFFFAOYSA-N,CC1=CC(=O)NC(=S)N1,-2.4259
46,B-47,4-aminobutyric acid,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",BTCSSZJGUNDROE-UHFFFAOYSA-N,NCCCC(O)=O,1.1006
47,B-48,cantharidin,"InChI=1S/C10H12O4/c1-9-5-3-4-6(13-5)10(9,2)8(12)14-7(9)11/h5-6H,3-4H2,1-2H3/t5-,6+,9+,10-",DHZBEENLJMYSHQ-XCVPVQRUSA-N,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,-3.8156
48,B-49,quinidine,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",LOUPRKONTZGTKE-LHHVKLHASA-N,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-3.365
49,B-50,adenosine triphosphate,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)",ZKHQWZAMYRWXGA-UHFFFAOYSA-N,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,0.2948
50,B-51,coumaphos,"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3",BXNANOICGRISHX-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,-5.3835
51,B-52,glycerol,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,OCC(O)CO,1.0358
52,B-53,aspartic acid,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)",CKLJMWTZIZZHCS-UHFFFAOYSA-N,NC(CC(O)=O)C(O)=O,-1.395
53,B-54,glutamine,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,N[C@@H](CCC(N)=O)C(O)=O,-0.5488
54,B-55,glutamic acid,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",WHUUTDBJXJRKMK-UHFFFAOYSA-N,NC(CCC(O)=O)C(O)=O,-1.2347
55,B-56,lysine,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)",KDXKERNSBIXSRK-UHFFFAOYSA-N,NCCCCC(N)C(O)=O,0.8351
56,B-57,cystine,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",LEVWYRKDKASIDU-IMJSIDKUSA-N,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,-3.102
57,B-58,glycerophosphoric acid,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)",AWUCVROLDVIAJX-UHFFFAOYSA-N,OCC(O)CO[P](O)(O)=O,0.7643
58,B-59,3-isothiocyanato-1-propene,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",ZOJBYZNEUISWFT-UHFFFAOYSA-N,C=CCN=C=S,-1.6953
59,B-60,stearic acid,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,-5.6781
60,B-61,"1,1-dimethylhydrazine","InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",RHUYHJGZWVXEHW-UHFFFAOYSA-N,CN(C)N,1.2211
61,B-62,phenytoin,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-3.8967
62,B-63,demerol,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-1.8861
63,B-64,fructose,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1",BJHIKXHVCXFQLS-UYFOZJQFSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0.6353
64,B-65,sucrose,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.7878
65,B-66,"1,2-propanediol","InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,1.1186
66,B-67,beta-propiolactone,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,VEZXCJBBBCKRPI-UHFFFAOYSA-N,O=C1CCO1,0.7105
67,B-68,ethinyl estradiol,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-4.4192
68,B-69,sulfanilyl guanadine,"InChI=1S/C7H10N4O2S/c8-5-1-3-6(4-2-5)14(12,13)11-7(9)10/h1-4H,8H2,(H4,9,10,11)",BRBKOPJOKNSWSG-UHFFFAOYSA-N,NC(N)=N[S](=O)(=O)c1ccc(N)cc1,-1.9885
69,B-70,chlordane,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.8644
70,B-71,testosterone propionate,"InChI=1S/C22H32O3/c1-4-20(24)25-19-8-7-17-16-6-5-14-13-15(23)9-11-21(14,2)18(16)10-12-22(17,19)3/h13,16-19H,4-12H2,1-3H3/t16-,17-,18-,19-,21-,22-/m0/s1",PDMMFKSKQVNJMI-BLQWBTBKSA-N,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.3669
71,B-72,cholesterol,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",HVYWMOMLDIMFJA-DPAQBDIFSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-6.6096
72,B-73,a-estradiol,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17-,18+/m1/s1",VOXZDWNPVJITMN-SFFUCWETSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-4.8441
73,B-74,librium,"InChI=1S/C16H14ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-9,21H,10H2,1H3",BUCORZSTKDOEKQ-UHFFFAOYSA-N,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-2.1757
74,B-75,prochloroperazine,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-4.3979
75,B-76,pyridoxine hydrochloride,"InChI=1S/C8H11NO3.ClH/c1-5-8(12)7(4-11)6(3-10)2-9-5;/h2,10-12H,3-4H2,1H3;1H",ZUFQODAHGAHPFQ-UHFFFAOYSA-N,[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,0.0293
76,B-77,inosine,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)",UGQMRVRMYYASKQ-UHFFFAOYSA-N,OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-1.2299
77,B-78,d-xylose,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2",SRBFZHDQGSBBOR-UHFFFAOYSA-N,OC1COC(O)C(O)C1O,0.5678
78,B-79,galactose,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2",WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1OC(O)C(O)C(O)C1O,0.5788
79,B-80,nikethamide,"InChI=1S/C10H14N2O/c1-3-12(4-2)10(13)9-6-5-7-11-8-9/h5-8H,3-4H2,1-2H3",NCYVXEGFNDZQCU-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccnc1,0.7490000000000001
80,B-81,2-(1h)-quinolinone,"InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)",LISFMEBWQUVKPJ-UHFFFAOYSA-N,O=C1Nc2ccccc2C=C1,-2.1394
81,B-82,sulfaquinoxaline,"InChI=1S/C14H12N4O2S/c15-10-5-7-11(8-6-10)21(19,20)18-14-9-16-12-3-1-2-4-13(12)17-14/h1-9H,15H2,(H,17,18)",NHZLNPMOSADWGC-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-4.6026
82,B-83,thiamine,"InChI=1S/C12H17N4OS.ClH/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13;/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15);1H/q+1;/p-1",MYVIATVLJGTBFV-UHFFFAOYSA-M,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.2207
83,B-84,"1,2-propanediol-3-(2-tolyloxy)","InChI=1S/C10H14O3/c1-8-4-2-3-5-10(8)13-7-9(12)6-11/h2-5,9,11-12H,6-7H2,1H3",JWDYCNIAQWPBHD-UHFFFAOYSA-N,Cc1ccccc1OCC(O)CO,-1.1887
84,B-85,3-methyl-4-chlorophenol,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",CFKMVGJGLGKFKI-UHFFFAOYSA-N,Cc1cc(O)ccc1Cl,-1.5704
85,B-86,dl-methionine,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,-0.6593
86,B-87,"1-propanol, 2,3-dimercapto-","InChI=1S/C3H8OS2/c4-1-3(6)2-5/h3-6H,1-2H2",WQABCVAJNWAXTE-UHFFFAOYSA-N,OCC(S)CS,-0.1547
87,B-88,a-glucose-1-phosphate,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)",HXXFSFRBOHSIMQ-UHFFFAOYSA-N,OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,0.5848
